#     size |            time |
#-----------------------------
      1000 |         1.02160 | 
    101000 |        68.75720 | 
    201000 |       155.17540 | 
    301000 |       240.87540 | 
    401000 |       320.38960 | 
    501000 |       390.04760 | 
    601000 |       498.23180 | 
    701000 |       614.91580 | 
    801000 |       732.74080 | 
    901000 |       770.46180 | 
   1001000 |       880.25160 | 
   1101000 |      1015.66740 | 
   1201000 |      1153.03440 | 
   1301000 |      1291.39140 | 
   1401000 |      1425.38560 | 
   1501000 |      1554.89500 | 
   1601000 |      1690.44200 | 
   1701000 |      1836.10160 | 
   1801000 |      1982.76680 | 
   1901000 |      2137.60860 | 
   2001000 |      2293.60300 | 
   2101000 |      2477.98740 | 
   2201000 |      2674.81740 | 
   2301000 |      2859.74120 | 
   2401000 |      3150.20720 | 
   2501000 |      3377.91760 | 
   2601000 |      3499.70160 | 
   2701000 |      3700.45180 | 
   2801000 |      3896.39920 | 
   2901000 |      4102.16040 | 
   3001000 |      4317.45220 | 
   3101000 |      4544.35200 | 
   3201000 |      4788.52500 | 
   3301000 |      5024.19500 | 
   3401000 |      5273.62080 | 
   3501000 |      5488.79120 | 
   3601000 |      5766.33120 | 
   3701000 |      6021.31020 | 
   3801000 |      6267.32040 | 
   3901000 |      6533.98020 | 
   4001000 |      6802.08700 | 
   4101000 |      7101.01680 | 
   4201000 |      7387.05900 | 
   4301000 |      7737.64960 | 
   4401000 |      8085.97620 | 
   4501000 |      8391.59300 | 
   4601000 |      8718.94860 | 
   4701000 |      9057.17300 | 
   4801000 |      9436.75720 | 
   4901000 |      9788.21900 | 
   5001000 |     10152.33560 | 
   5101000 |     10546.15880 | 
   5201000 |     10985.77720 | 
   5301000 |     11316.42060 | 
   5401000 |     11654.48080 | 
   5501000 |     12115.38700 | 
   5601000 |     12488.08560 | 
   5701000 |     12818.21680 | 
   5801000 |     13181.45860 | 
   5901000 |     13572.21920 | 
   6001000 |     14043.55080 | 
   6101000 |     14446.77380 | 
   6201000 |     14875.47400 | 
   6301000 |     15295.79820 | 
   6401000 |     15806.37080 | 
   6501000 |     16274.84000 | 
   6601000 |     16697.59000 | 
   6701000 |     17150.91040 | 
   6801000 |     17597.51600 | 
   6901000 |     18375.69120 | 
   7001000 |     18750.11480 | 
   7101000 |     19285.92980 | 
   7201000 |     19762.82000 | 
   7301000 |     20279.06980 | 
   7401000 |     20881.18520 | 
   7501000 |     21346.29520 | 
   7601000 |     21840.55140 | 
   7701000 |     22472.74140 | 
   7801000 |     22710.82680 | 
   7901000 |     23275.15820 | 
   8001000 |     23871.46020 | 
   8101000 |     24411.36500 | 
   8201000 |     25004.66860 | 
   8301000 |     25561.17700 | 
   8401000 |     26228.76860 | 
   8501000 |     26947.34800 | 
   8601000 |     27512.85060 | 
   8701000 |     28192.09600 | 
   8801000 |     28813.84300 | 
   8901000 |     29476.31520 | 
   9001000 |     30030.64620 | 
   9101000 |     30657.05900 | 
   9201000 |     31370.80020 | 
   9301000 |     32145.01640 | 
   9401000 |     32767.36120 | 
   9501000 |     33550.29000 | 
   9601000 |     34354.02040 | 
   9701000 |     35006.17960 | 
   9801000 |     35727.79460 | 
   9901000 |     36515.55100 | 
